title,url,stage,day,time,description
BADLIANA,,LONELY HEARTS CLUB,SATURDAY,12:00 - 12:10,
BAGGY MONDAYS,,STONEBRIDGE BAR,THURSDAY,15:00 - 16:30,
BAMBI BAINS,,BBC MUSIC INTRODUCING,SUNDAY,12:00 - 12:25,
BARBARA NICE (COMPERE),,CABARET,FRIDAY,15:35 - 15:39,
BARONESS JENNY JONES,,SPEAKERS FORUM,SATURDAY,15:00 - 16:00,
BARRY ASHWORTH,,GLADE DOME,THURSDAY,23:00 - 00:10,
BASH STREET THEATRE,,GLEBELAND,FRIDAY,11:00 - 12:00,
BASH STREET THEATRE,,GLEBELAND,SATURDAY,11:00 - 12:00,
BASH STREET THEATRE,,GLEBELAND,SUNDAY,11:00 - 12:00,
BASIL BRUSH,,KIDZFIELD BIG TOP,THURSDAY,TBA,
BASIL BRUSH,,KIDZFIELD BIG TOP,FRIDAY,TBA,
BASIL BRUSH,,KIDZFIELD BIG TOP,SATURDAY,TBA,
BASIL BRUSH,,KIDZFIELD BIG TOP,SUNDAY,TBA,
BASKERY,,CROISSANT NEUF,SATURDAY,16:30 - 17:30,
BASKERY,,AVALON STAGE,FRIDAY,14:15 - 15:10,
BASKET WEAVING,,MAKE AND DO MARQUEE,THURSDAY,TBA,
BASKET WEAVING,,MAKE AND DO MARQUEE,FRIDAY,TBA,
BASKET WEAVING,,MAKE AND DO MARQUEE,SATURDAY,TBA,
BASKET WEAVING,,MAKE AND DO MARQUEE,SUNDAY,TBA,
BASSEY BEWITCHED,,CABARET,FRIDAY,01:50 - 02:00,
BASSEY BEWITCHED,,CABARET,SATURDAY,01:42 - 02:00,
BASSEY BEWITCHED,,CABARET,SUNDAY,23:35 - 23:55,
BASTARD LOVE DJ,,STRUMMERVILLE,SUNDAY,01:30 - 03:00,
BATU,,WOW,THURSDAY,01:00 - 03:00,
BATU,,THE TEMPLE,SUNDAY,03:30 - 05:00,
BBC RADIO 1 ESSENTIAL MIX LIVE FEAT BONOBO & ABSOLUTE,,GAS TOWER,FRIDAY,01:00 - 03:00,
BCO: GRIME ORCHESTRATED,,GREENPEACE,SUNDAY,14:00 - 14:45,
"BCO: GRIME ORCHESTRATED FEAT JUICE MENACE, FOOTSIE AND TANA",,TRUTH STAGE,SATURDAY,00:00 - 00:50,
BE MORE SMILEY'S PEOPLE,,THE KIDZ FIELD,THURSDAY,TBA,
BE MORE SMILEY'S PEOPLE,,THE KIDZ FIELD,FRIDAY,TBA,
BE MORE SMILEY'S PEOPLE,,THE KIDZ FIELD,SATURDAY,TBA,
BE MORE SMILEY'S PEOPLE,,THE KIDZ FIELD,SUNDAY,TBA,
BEA,,THE RABBIT HOLE,SATURDAY,13:00 - 13:30,
BEABADOOBEE,,JOHN PEEL STAGE,SATURDAY,16:30 - 17:30,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,,GREENPEACE (BEAM),THURSDAY,16:00 - 03:00,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,,GREENPEACE (BEAM),FRIDAY,20:00 - 03:00,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,,GREENPEACE (BEAM),SATURDAY,18:00 - 03:00,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,,GREENPEACE (BEAM),SUNDAY,16:00 - 03:00,
BEANS ON TOAST,,AVALON'S CAFÉ STAGE,SATURDAY,01:00 - 02:00,
BEANS ON TOAST,,GREENPEACE,SUNDAY,15:00 - 15:45,
BEANS ON TOAST,,THE BANDSTAND,WEDNESDAY,19:15 - 20:10,
BEANS ON TOAST,,THE RABBIT HOLE,FRIDAY,17:00 - 18:00,
BEANS ON TOAST,,TRUTH STAGE,THURSDAY,18:20 - 19:00,
BEATBOX COLLECTIVE,,THE GATEWAY,FRIDAY,15:10 - 15:40,
BEATBOX COLLECTIVE,,THE GATEWAY,SATURDAY,18:05 - 18:35,
BEATBOX COLLECTIVE,,THE GATEWAY,SUNDAY,18:30 - 19:00,
BEATFOX,,STRUMMERVILLE,SUNDAY,20:15 - 20:30,
BEATLES DUB CLUB,,GREENPEACE,THURSDAY,17:00 - 18:00,
BECCA MORDAN (COMPERE),,CIRCUS BIG TOP,THURSDAY,16:00 - 16:10,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,FRIDAY,19:10 - 19:30,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,FRIDAY,14:10 - 14:30,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,SATURDAY,19:20 - 19:40,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,SATURDAY,13:55 - 14:15,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,SUNDAY,18:50 - 19:10,
BEE'S KNEES SWING DANCE REVIEW,,THE SUMMER HOUSE,SUNDAY,16:10 - 16:30,
BELLE,,PILTON PALAIS CINEMA,WEDNESDAY,14:45 - 16:46,
BEN BÖHMER,,BELLA'S FIELD,THURSDAY,11:00 - 04:00,
BEN LOADER,,CIRCUS BIG TOP,FRIDAY,23:05 - 23:11,
BEN LOADER,,CIRCUS BIG TOP,SATURDAY,21:33 - 21:39,
BEN LOADER,,CIRCUS BIG TOP,SUNDAY,16:51 - 16:57,
BEN NORRIS,,POETRY&WORDS,FRIDAY,13:35 - 14:02,
BEN NORRIS,,POETRY&WORDS,SATURDAY,15:03 - 15:30,
BEN PEST,,WOW,SUNDAY,01:30 - 02:30,
BEN POUND B2B ITCHY RICHY,,FLYING BUS,FRIDAY,22:00 - 23:00,
BERWYN,,LONELY HEARTS CLUB,SATURDAY,17:40 - 18:20,
BETH PORTER,,THE BANDSTAND,SATURDAY,14:00 - 14:40,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,FRIDAY,18:40 - 18:55,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,FRIDAY,14:35 - 14:50,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,SATURDAY,18:15 - 18:30,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,SATURDAY,15:30 - 15:45,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,SUNDAY,16:40 - 16:55,
BEYOND REPAIR ENTERTAINMENT,,THE SUMMER HOUSE,SUNDAY,15:50 - 16:05,
BEYOND THE STUTTOSPHERE,,RABBIT HOLE'S FUNKINGHAM PALACE,SUNDAY,01:00 - 02:00,
BICEP,,WEST HOLTS STAGE,SUNDAY,21:45 - 23:15,
BIG FISH LITTLE FISH W/ ARIELLE FREE,,GREENPEACE,FRIDAY,11:00 - 12:30,
BIG FISH LITTLE FISH W/ MARK XTC,,GREENPEACE,THURSDAY,11:00 - 12:30,
BIG JOANIE,,GREENPEACE,SATURDAY,17:00 - 17:45,
BIG JOANIE,,THE PARK STAGE,SUNDAY,12:45 - 13:30,
BIG SKY,,TOAD HALL,FRIDAY,01:30 - 02:30,
BIG THIEF,,THE PARK STAGE,SATURDAY,18:15 - 19:15,
BILLIE EILISH,,PYRAMID STAGE,FRIDAY,22:15 - 23:45,https://images.ctfassets.net/sxrfv7lub4xg/6k4FbFbmyeYCLjdxGQFle2/1ef60d9b3dc60dd7a2ab367ab731251b/Other_Stage_-_Billie_Eilish_-__1__Kenneth_Cappello_.jpeg
BILLY BRAGG,,LEFT FIELD,FRIDAY,21:00 - 22:00,
BILLY KIDD SHOW,,THE SUMMER HOUSE,FRIDAY,17:00 - 17:30,
BILLY KIDD SHOW,,THE SUMMER HOUSE,SATURDAY,14:55 - 15:25,
BILLY KIDD SHOW,,THE SUMMER HOUSE,SUNDAY,15:15 - 15:45,
BILLY KIDD SHOW,,SENSATION SEEKERS STAGE,FRIDAY,12:30 - 13:00,
BILLY KIDD SHOW,,SENSATION SEEKERS STAGE,SATURDAY,12:30 - 13:00,
BILLY KIDD SHOW,,SENSATION SEEKERS STAGE,SUNDAY,12:30 - 13:00,
BILLY NOMATES,,LEFT FIELD,SATURDAY,19:30 - 20:30,
BITVERT (A/V),,GAS TOWER,FRIDAY,22:00 - 23:00,
BLACK DYKE BAND,,PYRAMID STAGE,SUNDAY,11:30 - 12:15,
BLACK KAT BOPPERS,,THE ROCKET LOUNGE,WEDNESDAY,02:00 - 03:00,
BLACK KAT BOPPERS,,THE ROCKET LOUNGE,FRIDAY,01:00 - 02:00,
